customer_id,date,call_minutes,data_usage_gb,sms_count,amount_paid
C100000,2021-01-01,257.0365021472491,2.3977814672173094,41,76.82764918943286
C100000,2021-01-31,396.47698943024454,6.35570794968206,82,39.655246021267025
C100000,2021-03-02,116.14813767279293,6.796234648244695,42,76.28712175918845
C100000,2021-04-01,370.25333139338557,2.962126659214704,17,27.764121502099563
C100000,2021-05-01,200.19053722309647,1.491430294355002,51,112.94565214462212
C100000,2021-05-31,480.60891178369616,5.007922561849175,38,68.02809860396476
C100000,2021-06-30,411.6681275067522,-1.2320946379285371,59,-2.6195738407135223
C100000,2021-07-30,265.7851348872761,5.460111223091002,52,77.14970770500777
C100000,2021-08-29,242.15402711236686,4.845011400214024,48,-1.375406958006499
C100000,2021-09-28,382.64033173305245,4.6259327422505585,89,10.543164680301341
C100000,2021-10-28,491.2005469052698,7.3281203051718755,76,102.6261026635017
C100000,2021-11-27,302.4431840178034,3.564190214181576,84,65.69468540329838
C100000,2021-12-27,168.45586929501545,7.618888202805296,44,41.69578575488507
C100000,2022-01-26,232.82792107419226,5.821347946549597,22,50.36426225524545
C100000,2022-02-25,297.75639480194263,4.8840989164745645,61,85.60885669748505
C100000,2022-03-27,396.23451692665697,2.857383344658051,72,7.4579902595969845
C100000,2022-04-26,376.90316554422753,3.94522187672076,49,-3.7874556346197226
C100000,2022-05-26,339.87637644248144,4.169910799124731,33,67.32316857411872
C100001,2021-01-01,98.6410763492365,5.62674286343756,40,-2.4360496220763124
C100001,2021-01-31,204.3959379515554,6.014699321760739,6,103.9832807313681
C100001,2021-03-02,230.71984122812313,5.668421127400641,45,19.46346895484848
C100001,2021-04-01,187.45214548792933,-2.492659816507147,63,8.81045349600811
C100001,2021-05-01,312.0115812817416,5.256458767547087,50,85.18614664145906
C100001,2021-05-31,517.6093210235964,4.1856219915559505,69,8.536169560364602
C100001,2021-06-30,461.5788151148339,-0.437062537166496,46,13.44398085358749
C100001,2021-07-30,277.85966743855914,2.945368370709592,78,89.47390536066278
C100001,2021-08-29,397.76448447884354,3.829728287352669,32,98.17224723362146
C100001,2021-09-28,229.9207253510078,5.06462607595084,55,29.756093541667404
C100001,2021-10-28,183.60238904768957,4.284160944814787,65,104.3901240478118
C100001,2021-11-27,372.93526797446344,5.111584602511023,41,21.78192929289805
C100001,2021-12-27,414.0493982308256,3.726314179620272,60,76.82077390294977
C100001,2022-01-26,185.67203942054607,5.2908460323497595,77,18.347600895296335
C100001,2022-02-25,445.2913644273872,0.6293823564351406,69,44.24722861465544
C100001,2022-03-27,460.1705099629088,-0.25657751489121605,39,81.73067328403329
C100001,2022-04-26,436.4579183645362,7.117792531512142,22,89.96516608511567
C100001,2022-05-26,225.6941900068987,4.508187471432991,80,71.48801059591553
C100001,2022-06-25,445.92178394719906,3.172172110472861,60,59.07282835589207
C100001,2022-07-25,389.23424415594843,9.235847201409804,37,79.97636145016628
C100001,2022-08-24,505.3338810077677,6.930354567011781,39,65.35157636920376
C100001,2022-09-23,423.9011134415278,6.6571104573957784,28,101.51846847500146
C100001,2022-10-23,435.11319918501636,9.977349391677537,27,9.79426266582344
C100001,2022-11-22,267.16638811903124,9.076657969261662,39,109.30720636011765
C100001,2022-12-22,314.77305032642306,4.552259731012767,78,31.567553560196224
C100002,2021-01-01,466.33888365929977,6.266450620230187,42,55.624035572187445
C100002,2021-01-31,317.5245194032561,1.1367520456462499,71,9.31660854079353
C100002,2021-03-02,98.69993676903195,7.628149963049209,31,40.48742581191656
C100002,2021-04-01,282.8843613249636,7.494770583949326,38,100.76489819438898
C100002,2021-05-01,331.7646369010635,3.3190140289866172,63,13.160751218223332
C100002,2021-05-31,270.1869420734156,1.6951752194063916,48,66.41500192913784
C100002,2021-06-30,261.631574492372,5.046161317900841,62,97.38841577221098
C100002,2021-07-30,243.77943037797363,5.115394444331568,64,113.82424574139054
C100002,2021-08-29,122.67925922109532,4.219182523439058,60,22.513728752395437
C100002,2021-09-28,341.09902028775,6.0545730793839,52,53.0414680993941
C100002,2021-10-28,52.13618808720767,5.068543628400445,16,-1.187931518405692
C100002,2021-11-27,253.06018375645246,8.063284932298075,4,87.59748339508405
C100003,2021-01-01,330.26276315298145,6.574545976002369,68,20.56304233659948
C100003,2021-01-31,261.4506759087642,0.8572456413236855,73,36.16919053124433
C100003,2021-03-02,222.495503698376,4.42488377969773,29,117.48930409779754
C100003,2021-04-01,354.80669247071705,2.321021266942682,35,55.98457574975743
C100003,2021-05-01,288.4002927678466,5.248083615544043,87,104.01325796832263
